"id","label","description","icon_found","icon_match","icon_filename","icon_path"
"Creeking_Thyme","Creeping Thyme","A fragrant herb with small purple flowers.","True","item-id","Creeking_Thyme.png","assets/items/Creeking_Thyme.png"
"Creeking_Thyme_Seed","Creeping Thyme Seed","Seeds for growing creeping thyme.","True","item-id","Creeking_Thyme_Seed.png","assets/items/Creeking_Thyme_Seed.png"
"p_baitCricket01x","Cricket Bait","A lively bait made from crickets, effective for attracting larger fish.","True","item-id","p_baitCricket01x.png","assets/items/p_baitCricket01x.png"
"crow_c","Crow","A black-feathered bird with a sharp beak.","False","none",,
"Crows_Garlic","Crows Garlic","A pungent garlic with black bulbs.","True","item-id","Crows_Garlic.png","assets/items/Crows_Garlic.png"
"Crows_Garlic_Seed","Crows Garlic Seed","Seeds for growing crows garlic.","True","item-id","Crows_Garlic_Seed.png","assets/items/Crows_Garlic_Seed.png"
"provision_arrowhead_crude","Crude Arrowhead","A clumsily made flint arrowhead, blunt from age.","False","none",,
"consumable_crumbcake","Crumb Cake","A delicious crumb cake.","True","item-id","consumable_crumbcake.png","assets/items/consumable_crumbcake.png"
"collector_fossil_trilobite_crypto","Cryptolithus Trilobite Fossil","A small, uncommon trilobite fossil. Good condition.","False","none",,
"consumable_cupcake","Cupcake","A delicious cupcake.","True","item-id","consumable_cupcake.png","assets/items/consumable_cupcake.png"
"provision_jewelry_topaz_necklace","Dane Topaz Necklace","A precious platinum chain necklace with a small drop of topaz.","False","none",,
"dbcandle","Dbl Candle","A double-sided candle with two wicks.","False","none",,
"decortent1","Decor Tent 1 Set","A decorative tent set with unique patterns.","False","none",,
"decortent2","Decor Tent 2 Set","A decorative tent set with unique patterns.","False","none",,
"decortent3","Decor Tent 3 Set","A decorative tent set with unique patterns.","False","none",,
"deerheart","Deer heart","The heart of a deer.","True","item-id","deerheart.png","assets/items/deerheart.png"
"deer_pelt","Deer Pelt","The soft and warm pelt of a deer.","True","item-id","deer_pelt.png","assets/items/deer_pelt.png"
"deerpelt","Deer pelt","The soft and warm pelt of a deer.","True","item-id","deer_pelt.png","assets/items/deer_pelt.png"
"deerskin","Deer skin","The skin of a deer.","True","item-id","deerskin.png","assets/items/deerskin.png"
"deer_taxidermy","Deer Taxidermy","A taxidermy mount of a deer.","False","none",,
"deertaxi","Deer Taxidermy","A taxidermy mount of a deer.","False","none",,
"dleguans","Desert Iguana pelt","The skin of a Desert Iguana, commonly used for crafting and trading.","False","none",,
"Desert_Sage","Desert Sage","A bundle of Desert Sage used for crafting and medicinal purposes.","True","item-id","Desert_Sage.png","assets/items/Desert_Sage.png"
"Desert_Sage_Seed","Desert Sage Seed","A seed of Desert Sage that can be planted to grow Desert Sage plants.","True","item-id","Desert_Sage_Seed.png","assets/items/Desert_Sage_Seed.png"
"toaddesert_c","Desert Toad","A toad found in the desert.","False","none",,
"diamond","Diamond","A precious gemstone known for its brilliance and value.","True","item-id","diamond.png","assets/items/diamond.png"
"provision_diamond_ring","Diamond Ring","A beautiful diamond ring.","False","none",,
"wateringcan_dirtywater","Dirty Watering Jug","A watering jug filled with dirty water.","False","none",,
"pot","Distillery Pot","A large pot used in the distillation process for making alcohol.","False","none",,
"Feed_For_Dog","Dog Food","Nutritious food specifically formulated for dogs.","True","item-id","Feed_For_Dog.png","assets/items/Feed_For_Dog.png"
"provision_dog_tag","Dog Tag","A dog tag. Possibly from a soldier.","False","none",,
"consumable_donut","Donut","A tasty donut.","True","item-id","consumable_donut.png","assets/items/consumable_donut.png"
"p_finishedragonfly01x","Dragonfly Lure","A realistic dragonfly lure designed to mimic flying insects, perfect for catching surface-feeding fish.","True","item-id","p_finishedragonfly01x.png","assets/items/p_finishedragonfly01x.png"
"provision_ro_flower_dragons","Dragons Orchid","Dragons Mouth Orchids can be recognized by their wild purple flowers which are said to resemble a dragon. The general size of this type of orchid is around six inches.","False","none",,
"dreamcatcher","Dream Catcher","A traditional Native American ornament believed to filter out bad dreams and let only good dreams pass through.","False","none",,
"consumable_bluegil","Dried Bluegil","A dried Bluegil fish.","True","item-id","consumable_bluegil.png","assets/items/consumable_bluegil.png"
"consumable_salmon","Dried Salmon","A dried and preserved salmon.","True","item-id","consumable_salmon.png","assets/items/consumable_salmon.png"
"provision_jewelry_emerald_earring","Duchess Emerald Earrings","A famous set of oval cut emeralds fashioned into earrings.","False","none",,
"Duck_Egg","Duck Egg","An egg laid by a duck, often used in various culinary preparations.","True","item-id","Duck_Egg.png","assets/items/Duck_Egg.png"
"duckfat","Duck fat","The rendered fat from a duck, commonly used in cooking and baking.","True","item-id","duckfat.png","assets/items/duckfat.png"
"provision_jewelry_pearl_bracelet","Durant Pearl Bracelet","An intricate link bracelet with natural pearls and gold filigree.","False","none",,
"ammodynamite","Dynamite Ammo","An explosive device with a short fuse, capable of causing significant damage.","True","item-id","ammodynamite.png","assets/items/ammodynamite.png"
"eaglet","Eagle claws","The sharp claws of an eagle, sometimes collected as a trophy or used in traditional medicine.","True","item-id","eaglet.png","assets/items/eaglet.png"
"eaglef","Eagle feather","A feather obtained from an eagle, often used for decorative purposes and in crafting.","True","item-id","eaglef.png","assets/items/eaglef.png"
"provision_hrlm_brush_ebony","Ebony Hairbrush","A delicate and finely crafted ebony brush.","False","none",,
"provision_hrlm_hairpin_ebony","Ebony Hairpin","A exquisite ebony hairpin.","False","none",,
"consumable_veggies","Edible Veggies","A mix of various edible vegetables.","True","item-id","consumable_veggies.png","assets/items/consumable_veggies.png"
"egg","Egg","A small oval object laid by a female bird, reptile, or fish, containing a fertilized embryo and nutrients for development.","True","item-id","egg.png","assets/items/egg.png"
"eggs","Egg","Various types of eggs collected from different animals, often used in cooking and crafting.","True","item-id","eggs.png","assets/items/eggs.png"
"ammoelephant","Elephant Rifle Ammo","Ammunition specifically designed for powerful elephant rifles, providing superior stopping power.","True","item-id","ammoelephant.png","assets/items/ammoelephant.png"
"elkantler","Elk antler","A large branched horn-like appendage grown by male elks.","True","item-id","elkantler.png","assets/items/elkantler.png"
"elks","Elk pelt","A high-quality pelt obtained from an elk.","False","none",,
"provision_jewelry_carved_bracelet","Elliston Carved Bracelet","A solid gold bracelet with elegant etching.","False","none",,
"emerald","Emerald","A precious green gemstone with a sparkling appearance.","True","item-id","emerald.png","assets/items/emerald.png"
"provision_jewelry_coral_dngl_earring","Emmeline Coral Earrings","Drop hook earrings of polished pink coral set in gold.","False","none",,
"empty_bottle","Empty Bottle","Empty Bottle","True","item-id","empty_bottle.png","assets/items/empty_bottle.png"
"wateringcan_empty","Empty Watering Jug","An empty watering jug.","False","none",,
"provision_jewelry_wht_dmnd_earring","Endicott Diamond Earrings","Exquisite pendant earrings with old mine cut diamonds.","False","none",,
"English_Mace","English Mace","A type of spice commonly used in cooking and herbal medicine.","True","item-id","English_Mace.png","assets/items/English_Mace.png"
"English_Mace_Seed","English Mace Seed","Seeds that can be planted to grow English Mace plants.","True","item-id","English_Mace_Seed.png","assets/items/English_Mace_Seed.png"
"consumable_herb_evergreen_huckleberry","Evergreen Huckleberry","Plump and juicy Evergreen Huckleberries.","True","item-id","consumable_herb_evergreen_huckleberry.png","assets/items/consumable_herb_evergreen_huckleberry.png"
"Evergreen_Huckleberry","Evergreen Huckleberry","A small, dark purple berry known for its tart and sweet flavor.","True","item-id","Evergreen_Huckleberry.png","assets/items/Evergreen_Huckleberry.png"
"Evergreen_Huckleberry_Seed","Evergreen Huckleberry Seed","Seeds that can be planted to grow Evergreen Huckleberry bushes.","True","item-id","Evergreen_Huckleberry_Seed.png","assets/items/Evergreen_Huckleberry_Seed.png"
"rajahdysoljy","Explosive Oil","An explosive oil used for various purposes, such as creating dynamite and explosives.","False","none",,
"fan","Fan","A handheld device with flat blades used to create a breeze or provide cooling.","True","item-id","fan.png","assets/items/fan.png"
"fancydouble","Fancy Double","A stylish and well-crafted double-barreled firearm.","False","none",,
"Feather","Feather","A lightweight and delicate feather, often used for decorative purposes.","True","item-id","feather.png","assets/items/feather.png"
"provision_arrowhead_feldspar","Feldspar Arrowhead","A mysterious arrowhead made from some sort of feldspar.","False","none",,
"provision_disco_fertility_statue","Fertility Statue","A statue that apparently possesses the power to grant fertility.","False","none",,
"fertilizer","Fertilizer","A substance used to enrich soil and promote plant growth.","True","item-id","fertilizer.png","assets/items/fertilizer.png"
"fertilizeregg","Fertilizer with Eggs","Fertilizer enriched with nutrients from various eggs, providing excellent nourishment for plants.","True","item-id","fertilizeregg.png","assets/items/fertilizeregg.png"
"fertilizerpro","Fertilizer with Produce","Fertilizer containing organic matter from fresh produce, enhancing soil fertility and plant health.","True","item-id","fertilizerpro.png","assets/items/fertilizerpro.png"
"fertilizerpulpsap","Fertilizer with Pulp/Sap","Fertilizer enriched with natural pulp or sap, promoting robust growth and vitality in plants.","True","item-id","fertilizerpulpsap.png","assets/items/fertilizerpulpsap.png"
"fertilizersn","Fertilizer with Snake","Fertilizer enriched with beneficial nutrients extracted from snakes, promoting vigorous growth in plants.","True","item-id","fertilizersn.png","assets/items/fertilizersn.png"
"fertilizersw","Fertilizer with Soft Wood","Fertilizer blended with fine particles of softwood, enriching the soil with organic matter and enhancing plant development.","True","item-id","fertilizersw.png","assets/items/fertilizersw.png"
"fertilizersq","Fertilizer with Squirrel","Fertilizer infused with nutrients derived from squirrels, providing essential elements for plant nourishment and vitality.","True","item-id","fertilizersq.png","assets/items/fertilizersq.png"
"fertilizerwoj","Fertilizer with Wojape","Fertilizer infused with the essence of Wojape, a rare and powerful herb known for its profound effects on plant growth.","True","item-id","fertilizerwoj.png","assets/items/fertilizerwoj.png"
"fibers","Fibers","Fine threads or filaments extracted from plants or animals, often used for crafting or weaving.","True","item-id","fibers.png","assets/items/fibers.png"
"fish","Fish","A aquatic creature with fins and scales, commonly caught for food or sport.","True","item-id","fish.png","assets/items/fish.png"
"fishchips","Fish and Chips","A classic dish consisting of fried fish fillets and potato chips, often served with tartar sauce.","True","item-id","fishchips.png","assets/items/fishchips.png"
"p_FinisdFishlure01x","Fish Lure","A versatile fish lure designed to attract a variety of freshwater species.","True","item-id","p_FinisdFishlure01x.png","assets/items/p_FinisdFishlure01x.png"
"fishbait","Fishbait","A substance or lure used to attract fish, increasing the chances of a successful catch.","True","item-id","fishbait.png","assets/items/fishbait.png"
"provision_arrowhead_granite","Flint Arrowhead","A strong arrowhead made of flint.","False","none",,
"flour","Flour","Ground up wheat used for cooking and baking.","True","item-id","flour.png","assets/items/flour.png"
"floursack","Flour Sack","A sack of flour.","True","item-id","floursack.png","assets/items/floursack.png"
"flowerboxes","Flower Boxes","Containers or receptacles designed to hold and display blooming flowers, adding beauty and charm to any setting.","False","none",,
"undertaker2","Flower Coffin","A coffin decorated with flowers.","False","none",,
"provision_disco_fluorite","Fluorite","The mineral form of calcium fluoride.","False","none",,
"food_barrel","Food Barrel","A large barrel specifically designed for storing and transporting food, ideal for provisioning during long journeys or expeditions.","False","none",,
"foodbarrel","Food Barrel","A sturdy barrel used for storing and preserving food items, keeping them fresh and safe from pests.","False","none",,
"foxt","Fox tooth","A tooth extracted from a fox.","True","item-id","foxt.png","assets/items/foxt.png"
"foxskin","Foxskin","The skin of a fox.","True","item-id","foxskin.png","assets/items/foxskin.png"
"salamelle","Fresh Pork ","Fresh pork salamelle","True","item-id","salamelle.png","assets/items/salamelle.png"
"friedtater","Fried Taters","Crispy and delicious fried potatoes.","True","item-id","friedtater.png","assets/items/friedtater.png"
"frogbull_c","Frogbull","A small creature found near water bodies.","False","none",,
"collector_fossil_tooth_trex","Front Tooth Fossil","A rare fossilized front tooth, perhaps belonging to the recently discovered Manospondylus Gigas. Highly prized.","False","none",,
"consumable_fruitsalad","Fruit Salad","A refreshing fruit salad.","True","item-id","consumable_fruitsalad.png","assets/items/consumable_fruitsalad.png"
"game","Game Meat","Fresh meat obtained from hunting animals.","True","item-id","game.png","assets/items/game.png"
"Gamey_Meat","Gamey Meat","A type of meat with a distinct gamey flavor.","True","item-id","Gamey_Meat.png","assets/items/Gamey_Meat.png"
"hoe","Garden Hoe","A gardening tool with a thin metal blade.","True","item-id","hoe.png","assets/items/hoe.png"
"provision_ro_flower_ghost","Ghost Orchid","The Ghost Orchid is named after the white to pale pink flowers that can be seen in shaded habitats. This small orchid grows in shaded areas, such as woodlands, and under leaves and soil, with only the flower appearing above ground.","False","none",,
"tropicalPunchMash","Ginseng Mash","A mash made from ginseng.","True","item-id","tropicalPunchMash.png","assets/items/tropicalPunchMash.png"
"tropicalPunchMoonshine","Ginseng Moonshine","Moonshine infused with ginseng.","True","item-id","tropicalPunchMoonshine.png","assets/items/tropicalPunchMoonshine.png"
"ginsengtea","Ginseng Tea","A soothing tea made from ginseng roots.","True","item-id","ginsengtea.png","assets/items/ginsengtea.png"
"glassbottle","Glass Bottle","A transparent bottle made of glass.","True","item-id","glassbottle.png","assets/items/glassbottle.png"
"glasseye","Glass Eye","A glass eye. Probably lost in a bar fight.","True","item-id","glasseye.png","assets/items/glasseye.png"
"provision_hrlm_brush_goathair","Goat Hair Brush","A exquisite hand crafted goat hair brush.","False","none",,
"goathead","Goat head","The severed head of a goat.","True","item-id","goathead.png","assets/items/goathead.png"
"goats","Goat pelt","The skin of a goat.","False","none",,
"provision_bracelet_gold","Gold Bracelet","A gold bracelet.","False","none",,
"provision_buckle_gold","Gold Buckle","A gold belt buckle.","False","none",,
"provision_earring_gold","Gold Earring","A gold earring.","False","none",,
"goldfish","Gold Fish","A shimmering gold-colored fish.","True","item-id","goldfish.png","assets/items/goldfish.png"
"gold_nugget","Gold nugget","A nugget of pure gold.","True","item-id","gold_nugget.png","assets/items/gold_nugget.png"
"goldpan","Gold pan","A shallow pan used for gold panning.","True","item-id","goldpan.png","assets/items/goldpan.png"
"gold_panning_license","Gold Panning License","A license to pan gold.","False","none",,
"goldring","Gold Ring","A ring made of solid gold.","True","item-id","goldring.png","assets/items/goldring.png"
"goldbar","GoldBar","A bar made of solid gold.","True","item-id","goldbar.png","assets/items/goldbar.png"
"Golden_Currant","Golden Currant","A type of golden-colored currant.","True","item-id","Golden_Currant.png","assets/items/Golden_Currant.png"
"Golden_Currant_Seed","Golden Currant Seed","A seed that can be planted to grow golden currants.","True","item-id","Golden_Currant_Seed.png","assets/items/Golden_Currant_Seed.png"
"sparrow2_c","Golden Sparrow","A golden sparrow","False","none",,
"gooseb","Goose beak","The beak of a goose.","True","item-id","gooseb.png","assets/items/gooseb.png"
"Goose_Egg_4","Goose Egg","An egg laid by a goose.","True","item-id","Goose_Egg_4.png","assets/items/Goose_Egg_4.png"
"goosef","Goose feather","A feather obtained from a goose.","True","item-id","goosef.png","assets/items/goosef.png"
"provision_jewelry_gld_pendt_necklace","Gosselin White Gold Necklace","A lavalier style white gold necklace with a series of small diamonds.","False","none",,
"grainmill","Grain Mill","A hand-held Grain Mill for grinding grain.","False","none",,
"consumable_grapejelly","Grape Jelly","Grape flavored jelly.","True","item-id","consumable_grapejelly.png","assets/items/consumable_grapejelly.png"
"grapes","Grapes","A tasty fruit that grows in clusters. Often used to make wine.","True","item-id","grapes.png","assets/items/grapes.png"
"squirrel_grey_c","Gray Squirrel","A gray squirrel","False","none",,
"kbirdb","Great Blue Heron Beak","The beak of a Great Blue Heron, known for its long and slender shape.","True","item-id","kbirdb.png","assets/items/kbirdb.png"
"kbirdf","Great Blue Heron Feather","A feather obtained from a Great Blue Heron, valued for its beauty and softness.","True","item-id","kbirdf.png","assets/items/kbirdf.png"
"provision_jewelry_sphr_bngle_bracelet","Greco Sapphire Bracelet","A delicate gold bracelet with three small sapphires.","False","none",,
"gleguans","Green Iguana pelt","The skin of a green iguana.","False","none",,
"grinder","Grinder","Used to crush up and grind herbs and plants.","False","none",,
"gbears","Grizzly Bear skin","The skin of a grizzly bear.","False","none",,
"gbarrelx","Gun Barrel","A part used in firearm manufacturing.","False","none",,
"gun_barrel","Gun Barrel","A cylindrical barrel used in firearm construction.","False","none",,
"gypsywagon","Gypsys Wagon Set","A set of items related to a gypsy wagon.","False","none",,
"hairpomade","Hair Pomade","A grooming product for styling hair.","True","item-id","hairpomade.png","assets/items/hairpomade.png"
"provision_jewelry_grnet_bracelet","Hajnal Garnet Bangle Bracelet","A bohemian style silver bangle with numerous claw set garnets.","False","none",,
"handcuffkey","Handcuff Key","A key used to unlock handcuffs.","False","none",,
"handcuffs","Handcuffs","Metal restraints used for restraining someone.","True","item-id","handcuffs.png","assets/items/handcuffs.png"
"handmixer","Handmixer","A hand-held mixing device","True","item-id","handmixer.png","assets/items/handmixer.png"
"handsaw","Handsaw","A hand saw used to cut wood","True","item-id","handsaw.png","assets/items/handsaw.png"
"hwood","Hard Wood","Durable and strong wood used in various applications.","True","item-id","hwood.png","assets/items/hwood.png"
"provision_jewelry_grnet_post_earring","Harford Garnet Earrings","Clustered garnet studs with silver posts and scrolls.","False","none",,
"provision_jewelry_coral_ring","Harland Coral Ring","A delicate gold ring featuring a large angel skin coral.","False","none",,
"hatchet","Hatchet","A small axe with a short handle.","True","item-id","hatchet.png","assets/items/hatchet.png"
"hawkt","Hawk claws","The sharp claws of a hawk.","True","item-id","hawkt.png","assets/items/hawkt.png"
"hawkf","Hawk feather","A feather obtained from a hawk.","True","item-id","hawkf.png","assets/items/hawkf.png"
"consumable_haycube","Haycube","A compact cube of hay.","True","item-id","consumable_haycube.png","assets/items/consumable_haycube.png"
"provision_jewelry_sphr_bracelet","Helena Sapphire Bracelet","A fine silver bracelet with claw set sapphires.","False","none",,
"hemp","Hemp","A plant commonly used for its fiber.","True","item-id","hemp.png","assets/items/hemp.png"
"hemp_cig","Hemp Cigarette","A cigarette made from hemp leaves.","True","item-id","hemp_cig.png","assets/items/hemp_cig.png"
"hemp_seed","Hemp Seed","A seed that can be planted to grow hemp plants.","True","item-id","hemp_seed.png","assets/items/hemp_seed.png"
"herbal_medicine","Herbal Medicine","Medicine made from natural herbal ingredients.","True","item-id","herbal_medicine.png","assets/items/herbal_medicine.png"
"herbmed","Herbal Remedy","A remedy made from various herbs.","True","item-id","herbmed.png","assets/items/herbmed.png"
"herbal_tonic","Herbal Tonic","A tonic made from herbal extracts.","True","item-id","herbal_tonic.png","assets/items/herbal_tonic.png"
"heroin","Heroin","A highly addictive and illegal drug.","True","item-id","heroin.png","assets/items/heroin.png"
"herptile","Herptile meat","Meat obtained from reptiles and amphibians.","False","none",,
"hitchingpost","Hitching Post","A post used for tying up horses.","False","none",,
"honey","Honey","A sweet and sticky substance produced by bees.","True","item-id","honey.png","assets/items/honey.png"
"oriole2_c","Hooded Oriole","Brightly colored feathers from a Hooded Oriole.","False","none",,
"hop","Hop","A plant used in brewing beer.","True","item-id","hop.png","assets/items/hop.png"
"hop_seed","Hop Seed","A seed that can be planted to grow hop plants.","True","item-id","hop_seed.png","assets/items/hop_seed.png"
"horsebrush","Horse Brush","A brush used for grooming horses.","True","item-id","horsebrush.png","assets/items/horsebrush.png"
"unique_horse_feed","Horse Feed","Feed for horses.","False","none",,
"provision_hrlm_brush_horsehair","Horse Hair brush","A finley made horse hair brush.","False","none",,
"horsehitches","Horse Hitches Set","A set of items used for hitching horses.","False","none",,
"horsemeal","Horse ration","Food provided to horses for sustenance.","True","item-id","horsemeal.png","assets/items/horsemeal.png"
"stim","Horse Stimulant","A stimulant to boost a horses performance.","True","item-id","stim.png","assets/items/stim.png"
"hk_1","House Key","A standard house key.","False","none",,
"hk_101","House Key","A specialized house key.","False","none",,
"hk_102","House Key","A specialized house key.","False","none",,
"hk_103","House Key","A specialized house key.","False","none",,
"hk_104","House Key","A specialized house key.","False","none",,
"hk_105","House Key","A specialized house key.","False","none",,
"hk_106","House Key","A specialized house key.","False","none",,
"hk_107","House Key","A specialized house key.","False","none",,
"hk_108","House Key","A specialized house key.","False","none",,
"hk_109","House Key","A specialized house key.","False","none",,
"hk_110","House Key","A specialized house key.","False","none",,
"hk_111","House Key","A specialized house key.","False","none",,
"hk_112","House Key","A specialized house key.","False","none",,
"hk_113","House Key","A specialized house key.","False","none",,
"hk_114","House Key","A specialized house key.","False","none",,
"hk_115","House Key","A specialized house key.","False","none",,
"hk_116","House Key","A specialized house key.","False","none",,
"hk_117","House Key","A specialized house key.","False","none",,
"hk_118","House Key","A specialized house key.","False","none",,
"hk_119","House Key","A specialized house key.","False","none",,
"hk_120","House Key","A specialized house key.","False","none",,
"hk_121","House Key","A specialized house key.","False","none",,
"hk_122","House Key","A specialized house key.","False","none",,
"hk_123","House Key","A specialized house key.","False","none",,
"hk_124","House Key","A specialized house key.","False","none",,
"hk_125","House Key","A specialized house key.","False","none",,
"hk_126","House Key","A specialized house key.","False","none",,
"hk_127","House Key","A specialized house key.","False","none",,
"hk_128","House Key","A specialized house key.","False","none",,
"hk_129","House Key","A specialized house key.","False","none",,
"hk_130","House Key","A specialized house key.","False","none",,
"hk_131","House Key","A specialized house key.","False","none",,
"hk_132","House Key","A specialized house key.","False","none",,
"hk_133","House Key","A specialized house key.","False","none",,
"hk_134","House Key","A specialized house key.","False","none",,
"hk_2","House Key","A standard house key.","False","none",,
"hk_3","House Key","A standard house key.","False","none",,
"pota","House Pot","A pot typically used for cooking and boiling ingredients.","False","none",,
"Hummingbird_Sage","Hummingbird Sage","A type of sage plant favored by hummingbirds.","True","item-id","Hummingbird_Sage.png","assets/items/Hummingbird_Sage.png"
"Hummingbird_Sage_Seed","Hummingbird Sage Seed","A seed that can be planted to grow hummingbird sage.","True","item-id","Hummingbird_Sage_Seed.png","assets/items/Hummingbird_Sage_Seed.png"
"iguanabits","Iguana Bits","Tasy cooked Iguna pieces.","False","none",,
"Indian_Tobbaco","Indian Tobbaco","A type of tobacco used by Native Americans.","True","item-id","Indian_Tobbaco.png","assets/items/Indian_Tobbaco.png"
"Indian_Tobbaco_Seed","Indian Tobbaco Seed","A seed that can be planted to grow Indian tobbaco plants.","True","item-id","Indian_Tobbaco_Seed.png","assets/items/Indian_Tobbaco_Seed.png"
"provision_jewelry_turquoise_bracelet","Infanta Turquoise Bracelet","A solid silver bracelet with a large turquoise stone.","False","none",,
"ink","Ink","A small bottle of ink.","True","item-id","ink.png","assets/items/ink.png"
"iron","Iron","A strong and durable metal.","True","item-id","iron.png","assets/items/iron.png"
"ironbar","Iron Bar","A solid bar made of iron, known for its strength and durability.","True","item-id","ironbar.png","assets/items/ironbar.png"
"ironextract","Iron Extract","A concentrated form of iron, extracted from natural sources.","True","item-id","ironextract.png","assets/items/ironextract.png"
"ironhammer","Iron Hammer","A hammer with a head made of iron, used for various construction and crafting purposes.","True","item-id","ironhammer.png","assets/items/ironhammer.png"
"collector_fossil_trilobite_iso","Isotelus Trilobite Fossil","An uncommon fossil of a huge trilobite. Fully intact.","False","none",,
"provision_hrlm_comb_ivory","Ivory Comb","A delicate ivory comb.","False","none",,
"provision_hrlm_hairpin_ivory","Ivory Hairpin","A delicate ivory hairpin.","False","none",,
"provision_hrlm_hairpin_jade","Jade Hairpin","A exotic jade hairpin.","False","none",,
"provision_jail_keys","Jail Keys","A set of keys used to unlock jail cells and gates.","True","item-id","provision_jail_keys.png","assets/items/provision_jail_keys.png"
"consumable_game","Jerkied GameMeat","Dried and seasoned game meat.","True","item-id","consumable_game.png","assets/items/consumable_game.png"
"provision_jewelry_box","Jewelry Box","A small jewlery box.","False","none",,
"provision_jewelry_pearl_earring","Josephine Pearl Earrings","Fashionable pearl earrings with neat gold hooks.","False","none",,
"provision_generic_key","Key","A simple key.","False","none",,
"consumable_kidneybeans_can","Kidney Beans","Canned kidney beans.","True","item-id","consumable_kidneybeans_can.png","assets/items/consumable_kidneybeans_can.png"
"kitchencounter","Kitchen Counter","A sturdy counter surface typically found in kitchens, providing space for food preparation and other tasks.","False","none",,
"ammoknives","Knives Ammo","Ammunition for a throwing knife, used as a versatile and silent weapon.","True","item-id","ammoknives.png","assets/items/ammoknives.png"
"provision_ro_flower_lady_of_night","Lady of Night Orchid","Lady of the Night Orchid takes its name from the sweet citrus fragrance it produces during nightfall. The orchid can be identified by the white heart shaped flowers and long leaves.","False","none",,
"provision_ro_flower_lady_slipper","Lady Slipper Orchid","Lady Slipper Orchid can be identified by the large bulbous purple flower and speckled purple leaves. This type of orchid can be seen growing in the ground of forests, meadows and woodland areas.","False","none",,
"lamppost1","Lamp Post 1 Set","A set of Lamp Post 1","False","none",,
"lamppost2","Lamp Post 2 Set","A set of Lamp Post 2","False","none",,
"lanterna","Lantern","A lantern","True","label","lantern.png","assets/items/lantern.png"
"butchertable3","Large Butcher Table","A large table used for butchering animals.","False","none",,
"a_c_fishlargemouthbass_01_ms","Largemouth Bass","A large Largemouth Bass fish.","True","item-id","a_c_fishlargemouthbass_01_ms.png","assets/items/a_c_fishlargemouthbass_01_ms.png"
"consumable_lemondrops","Leamon Drops","Lemon flavored candy.","True","item-id","consumable_lemondrops.png","assets/items/consumable_lemondrops.png"
"leather","Leather","Leather material","True","item-id","leather.png","assets/items/leather.png"
"leather_chair","Leather Chair","A leather chair","False","none",,
"leatherchair","Leather Chair","A leather chair","False","none",,
"legalbook","Legal Book","A legal book","False","none",,
"legalpaper","Legal Paper","Legal paper","False","none",,
"legaligators","Legendary Alligator pelt","A legendary pelt from an alligator","False","none",,
"legaligators3","Legendary Banded Alligator pelt","A legendary pelt from a Banded Alligator","False","none",,
"leggbears","Legendary Bear skin","A formidable and sought-after skin from a legendary bear","False","none",,
"legbeawers","Legendary Beaver pelt","A legendary pelt from a Beaver","False","none",,
"legbisonhorn","Legendary Bison Horns","A pair of majestic horns from a legendary bison","True","item-id","legbisonhorn.png","assets/items/legbisonhorn.png"
"legbisons","Legendary Bison pelt","A rare and valuable pelt from a legendary bison","False","none",,
"legbeavers3","Legendary Black Beaver pelt","A legendary pelt from a Black Beaver","False","none",,
"legcougars4","Legendary Black Cougar pelt","A rare pelt from a legendary Black Cougar","False","none",,
"legendsnakes","Legendary Boa pelt","A rare and valuable pelt from a legendary boa","False","none",,
"legboars","Legendary Boar pelt","A rare and sought-after pelt from a legendary boar","False","none",,
"legendbuckantler","Legendary Buck Antlers","A pair of majestic antlers from a legendary buck","True","item-id","legendbuckantler.png","assets/items/legendbuckantler.png"
"legbucks1","Legendary Buck pelt","A splendid pelt from a legendary buck","False","none",,
"legbucks","Legendary Buck skin","A prized skin from a legendary buck","False","none",,
"legrams2","Legendary Chalk Horn Ram pelt","An exceptional pelt from a legendary Chalk Horn Ram","False","none",,
"legboars1","Legendary Cogi Boar pelt","A magnificent pelt from a legendary Cogi Boar","False","none",,
"legcougars","Legendary Cougar skin","A rare and valuable skin from a legendary cougar","False","none",,
"legcoyotes","Legendary Coyote skin","A prized skin from a legendary coyote","False","none",,
"p_finishdcrawdlegendary01x","Legendary Crawfish Lure","A specialized crawfish lure made for catching rare legendary fish.","True","item-id","p_finishdcrawdlegendary01x.png","assets/items/p_finishdcrawdlegendary01x.png"
"legfoxs3","Legendary Cross Fox pelt","An exquisite pelt from a legendary Cross Fox","False","none",,
"legbears1","Legendary Deadly Bear pelt","A legendary pelt from a Deadly Bear","False","none",,
"p_finishedragonflylegendary01x","Legendary Dragonfly Lure","A high-quality dragonfly lure crafted to attract legendary fish in special locations.","True","item-id","p_finishedragonflylegendary01x.png","assets/items/p_finishedragonflylegendary01x.png"
"legelkantler","Legendary Elk Antlers","A magnificent set of antlers from a legendary elk","True","item-id","legelkantler.png","assets/items/legelkantler.png"
"legelks","Legendary Elk pelt","An impressive pelt from a legendary elk","False","none",,
"legwolfs1","Legendary Emerald Wolf pelt","A vibrant pelt from a legendary Emerald Wolf","False","none",,
"p_finisdfishlurelegendary01x","Legendary Fish Lure","A premium fish lure designed to catch elusive legendary fish.","True","item-id","p_finisdfishlurelegendary01x.png","assets/items/p_finisdfishlurelegendary01x.png"
